ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07510;2020-05-25T14:00:00+02:00;102840;-20.0;7;40;5.2;296.65;282.25;40;16700.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;1;7260.0;;;;102280.0;;;-380.0;;;;;285.55;;;7.8;9.3;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;7260.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;7;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;23.5;;;;;12.400000000000034;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;5
07510;2020-03-13T16:00:00+01:00;102380;-210.0;6;10;2.2;287.05;275.25;45;27760.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;3;1750.0;;;;101800.0;;;140.0;;;;;277.75;;;4.9;6.3;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;3.0;;1500.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;6;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;13.900000000000034;;;;;4.600000000000023;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;3
07510;2020-03-14T13:00:00+01:00;102420;-40.0;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;230;4.3;286.65;279.25;61;19260.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;4;800.0;;;;101840.0;;;-170.0;;;;;277.65;;;6.4;6.6;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;2.0;;930.0;4.0;;1200.0;5.0;;1680.0;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;13.5;;;;;4.5;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;3
07510;2020-03-14T16:00:00+01:00;102280;-140.0;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;260;4.2;286.35;278.95;61;49820.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;1;1250.0;;;;101700.0;;;-100.0;;;;;277.65;;;5.4;6.8;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;1020.0;8.0;;1620.0;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;13.200000000000045;;;;;4.5;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;3
07510;2020-03-14T22:00:00+01:00;102230;-20.0;8;180;0.6;280.05;278.65;91;10570.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;101640.0;;;-180.0;;;;;280.25;;;0.7;1.5;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;8;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;6.900000000000034;;;;;7.100000000000023;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;3
07510;2020-03-21T07:00:00+01:00;101430;-30.0;6;90;2.7;281.15;276.25;71;39120.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;100840.0;;;-310.0;281.15;;291.65;;279.85;;;3.5;4.0;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;6;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;8.0;8.0;;18.5;;6.7000000000000455;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;3
07510;2020-03-22T01:00:00+01:00;101270;70.0;1;60;2.0;283.75;281.65;87;3520.0;Brume;;;;0;;;;;100690.0;;;-290.0;;;;;283.25;;;2.8;3.4;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;1;;Brume;10.600000000000023;;;;;10.100000000000023;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;3
07510;2020-03-22T13:00:00+01:00;101380;-20.0;8;90;2.8;290.95;279.45;47;23510.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;100810.0;;;110.0;;;;;280.15;;;5.1;6.9;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;8;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;17.80000000000001;;;;;7.0;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;3
07510;2020-03-17T07:00:00+01:00;102830;190.0;En hausse;130;1.5;284.15;283.35;95;11780.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;8;250.0;;;;102240.0;;;1350.0;284.05;;285.05;;284.35;;;1.8;3.9;-10.0;1;0.0;;;-0.1;0.2;0.2;0.2;1.0;;;;;7.0;;210.0;8.0;;390.0;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En hausse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;11.0;10.900000000000034;;11.900000000000034;;11.200000000000045;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;3
07510;2020-03-24T10:00:00+01:00;102160;60.0;1;160;3.0;286.85;281.65;71;19710.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;101580.0;;;170.0;;;;;280.55;;;4.7;6.8;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;1;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;13.700000000000045;;;;;7.400000000000034;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;3
07510;2020-02-20T01:00:00+01:00;102700;-170.0;7;120;1.3;277.85;277.45;97;130.0;Brouillard ou brouillard glacé, ciel visible, sans changement appréciable au cours de l’heure précédente;;;;0;;;;;102100.0;;;-610.0;;;;;276.85;;;1.6;2.0;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;7;;Brouillard ou brouillard glacé, ciel visible, sans changement appréciable au cours de l’heure précédente;4.7000000000000455;;;;;3.7000000000000455;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;2
07510;2020-02-22T07:00:00+01:00;103210;50.0;3;130;1.2;274.75;274.15;96;6980.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;102600.0;;;-40.0;274.65;;283.65;;275.65;;;1.7;2.7;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;3;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;1.6000000000000227;1.5;;10.5;;2.5;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;2
07510;2020-02-22T22:00:00+01:00;103550;70.0;1;0;0.0;279.95;278.25;89;4480.0;Brume;;;;0;;;;;102950.0;;;310.0;;;;;278.55;;;0.0;1.4;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;1;;Brume;6.800000000000011;;;;;5.400000000000034;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;2
07510;2020-02-25T04:00:00+01:00;101830;-220.0;En baisse;240;6.0;284.05;281.45;84;19790.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;7;1250.0;;;;101250.0;;;-1200.0;;;;;282.05;;;8.0;8.0;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;7.0;;1140.0;8.0;;6120.0;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En baisse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;10.900000000000034;;;;;8.900000000000034;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;2
07510;2020-02-26T07:00:00+01:00;101590;60.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;300;6.1;280.45;278.05;85;35540.0;;;;;3;800.0;;;;101000.0;;;-160.0;280.45;;283.45;;279.85;;;9.4;14.3;-10.0;;;;;0.0;0.4;1.0;3.2;9.2;;;;;1.0;;720.0;3.0;;1260.0;5.0;;2040.0;;8;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;;7.300000000000011;7.300000000000011;;10.300000000000011;;6.7000000000000455;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;2
07510;2020-04-01T14:00:00+02:00;101490;-80.0;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;140;5.1;289.65;280.55;55;24290.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;75.0;5;1250.0;;;;100920.0;;;-160.0;;;;;278.85;;;7.9;8.4;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;5.0;;1050.0;6.0;;2820.0;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;16.5;;;;;5.7000000000000455;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;4
07510;2020-04-03T05:00:00+02:00;101900;10.0;0;340;1.3;276.85;273.35;78;13260.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;101300.0;;;470.0;;;;;277.65;;;1.5;2.0;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;0;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;3.7000000000000455;;;;;4.5;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;4
07510;2020-04-06T11:00:00+02:00;102070;220.0;3;140;2.1;285.85;281.75;76;34860.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;8;1250.0;;;;101490.0;;;470.0;;;;;284.15;;;3.4;4.9;-10.0;;0.0;;;0.0;0.4;1.2;2.6;2.6;;;;;8.0;;1380.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;3;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;12.700000000000045;;;;;11.0;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;4
07510;2020-04-06T14:00:00+02:00;102150;90.0;En hausse;120;2.2;289.15;283.45;69;42060.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;100.0;6;1250.0;;;;101580.0;;;690.0;;;;;284.15;;;3.6;4.6;-10.0;;0.0;;;0.0;0.0;0.4;2.6;2.6;;;;;6.0;;1350.0;7.0;;1620.0;8.0;;1920.0;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En hausse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;16.0;;;;;11.0;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;4
07510;2020-01-10T01:00:00+01:00;102240;60.0;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;250;6.5;283.75;282.05;89;11330.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;90.0;6;800.0;;;;101650.0;;;-420.0;;;;;282.15;;;9.5;16.1;-10.0;2;0.0;;;0.6;2.2;2.4;4.4;4.4;;;;;2.0;;690.0;3.0;;960.0;6.0;;1350.0;;8;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;10.600000000000023;;;;;9.0;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;1
07510;2020-01-12T07:00:00+01:00;103170;40.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;130;1.1;272.55;272.25;98;4560.0;Brume;;;;4;800.0;;;;102550.0;;;-340.0;272.55;;279.05;;273.35;;;1.3;2.0;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;4.0;;720.0;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;Brume;-0.5999999999999659;-0.5999999999999659;;5.900000000000034;;0.20000000000004547;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;1
07510;2020-01-16T13:00:00+01:00;102190;-110.0;8;140;5.1;287.65;280.65;63;20060.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;101610.0;;;300.0;;;;;278.05;;;7.4;9.3;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;-0.1;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;8;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;14.5;;;;;4.900000000000034;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;1
07510;2020-01-17T16:00:00+01:00;102760;130.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;270;4.9;283.75;279.45;75;10070.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;2;800.0;;;;102170.0;;;790.0;;;;;280.95;;;8.2;14.9;-10.0;2;0.0;;;1.6;2.8;3.0;5.4;5.6;;;;;1.0;;930.0;3.0;;3420.0;;8;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;10.600000000000023;;;;;7.800000000000011;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;1
07510;2020-01-17T19:00:00+01:00;103020;250.0;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;280;2.3;281.35;278.25;81;45020.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;3;1250.0;;;;102420.0;;;1040.0;281.35;;284.75;;279.35;;;3.6;4.4;-10.0;1;0.0;;;0.0;-0.1;2.8;3.2;5.6;;;;;3.0;;1140.0;3.0;;1320.0;;8;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;8.200000000000045;8.200000000000045;;11.600000000000023;;6.2000000000000455;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;1
07510;2020-01-19T10:00:00+01:00;103410;370.0;3;30;8.8;277.75;274.25;78;30980.0;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;;;;0;;;;;102800.0;;;570.0;;;;;275.95;;;12.9;13.1;-10.0;0;0.0;;;0.0;0.0;0.0;0.2;6.2;;;;;;;;;;;;;;;;;44.830667,-0.691333;BORDEAUX-MERIGNAC;3;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;4.600000000000023;;;;;2.8000000000000114;44.830667;-0.691333;47;Mérignac;33281;Bordeaux Métropole;243300316;Gironde;33;Nouvelle-Aquitaine;75;1
